Date,KOSEF 단기자금(A130730),KODEX 인버스(A114800),KODEX 은선물(H)(A144600),KODEX 삼성그룹(A102780),KODEX 레버리지(A122630),KODEX 골드선물(H)(A132030),KODEX 건설(A117700),KODEX 200(A069500),KINDEX 레버리지(A152500),KINDEX 200(A105190)
2017-03-22,100930.0,6960.0,4205.0,5800.0,13370.0,9420.0,2900.0,28640.0,5135.0,28675.0
2017-03-23,100940.0,6960.0,4180.0,5815.0,13410.0,9445.0,2980.0,28685.0,5145.0,28770.0
2017-03-24,100940.0,6960.0,4205.0,5720.0,13365.0,9430.0,2970.0,28640.0,5130.0,28720.0
2017-03-27,100950.0,7015.0,4285.0,5685.0,13195.0,9560.0,2930.0,28460.0,5075.0,28500.0
2017-03-28,100950.0,6990.0,4315.0,5680.0,13265.0,9490.0,2995.0,28525.0,5095.0,28620.0
2017-03-29,100960.0,6975.0,4320.0,5720.0,13330.0,9465.0,2975.0,28620.0,5115.0,28655.0
2017-03-30,100965.0,6975.0,4340.0,5720.0,13310.0,9470.0,2935.0,28595.0,5115.0,28635.0
2017-03-31,100980.0,6995.0,4330.0,5705.0,13265.0,9390.0,2955.0,28540.0,5095.0,28655.0
2017-04-03,100985.0,6975.0,4350.0,5690.0,13325.0,9435.0,2910.0,28610.0,5115.0,28660.0
2017-04-04,100990.0,6990.0,4385.0,5725.0,13255.0,9530.0,2900.0,28550.0,5095.0,28580.0
2017-04-05,100995.0,7010.0,4365.0,5715.0,13210.0,9525.0,2935.0,28500.0,5075.0,28525.0
2017-04-06,101010.0,7040.0,4375.0,5675.0,13095.0,9475.0,2925.0,28390.0,5035.0,28405.0
2017-04-07,101015.0,7045.0,4400.0,5700.0,13065.0,9565.0,2930.0,28340.0,5015.0,28380.0
2017-04-10,101020.0,7095.0,4300.0,5645.0,12905.0,9500.0,2910.0,28175.0,4965.0,28215.0
2017-04-11,101030.0,7120.0,4290.0,5655.0,12790.0,9530.0,2900.0,28060.0,4915.0,28070.0
2017-04-12,101025.0,7115.0,4390.0,5630.0,12805.0,9645.0,2925.0,28075.0,4910.0,28105.0
2017-04-13,101045.0,7045.0,4420.0,5735.0,13055.0,9735.0,2935.0,28340.0,4995.0,28365.0
2017-04-14,101040.0,7070.0,4405.0,5660.0,12930.0,9700.0,2915.0,28215.0,4975.0,28240.0
2017-04-17,101045.0,7060.0,4425.0,5680.0,13000.0,9770.0,2920.0,28275.0,4995.0,28315.0
2017-04-18,101040.0,7070.0,4400.0,5730.0,12995.0,9715.0,2945.0,28260.0,4990.0,28315.0
2017-04-19,101055.0,7095.0,4355.0,5695.0,12870.0,9735.0,2940.0,28135.0,4945.0,28175.0
2017-04-20,101055.0,7075.0,4360.0,5700.0,12955.0,9700.0,2955.0,28255.0,4975.0,28260.0
2017-04-21,101055.0,7010.0,4310.0,5755.0,13195.0,9695.0,2960.0,28490.0,5045.0,28515.0
2017-04-24,101065.0,6975.0,4250.0,5765.0,13320.0,9625.0,2960.0,28640.0,5100.0,28660.0
2017-04-25,101075.0,6900.0,4250.0,5830.0,13600.0,9620.0,2990.0,28930.0,5210.0,28975.0
2017-04-26,101075.0,6860.0,4220.0,5850.0,13750.0,9570.0,3045.0,29105.0,5295.0,29145.0
2017-04-27,101095.0,6840.0,4170.0,5730.0,13815.0,9585.0,2960.0,28685.0,5310.0,28705.0
2017-04-28,101105.0,6835.0,4160.0,5790.0,13825.0,9620.0,2925.0,28745.0,5330.0,28795.0
2017-05-02,101120.0,6785.0,4055.0,5780.0,14055.0,9500.0,2920.0,28970.0,5410.0,29005.0
2017-05-04,101135.0,6720.0,3945.0,5880.0,14335.0,9370.0,2920.0,29260.0,5500.0,29260.0
2017-05-08,101140.0,6550.0,3920.0,6010.0,15070.0,9315.0,2925.0,30025.0,5790.0,30015.0
2017-05-10,101145.0,6620.0,3870.0,5980.0,14765.0,9275.0,2950.0,29700.0,5680.0,29705.0
2017-05-11,101155.0,6550.0,3895.0,6050.0,15080.0,9275.0,3000.0,30070.0,5780.0,30040.0
2017-05-12,101150.0,6580.0,3935.0,6070.0,14940.0,9315.0,2975.0,29940.0,5755.0,29920.0
2017-05-15,101175.0,6560.0,3975.0,6115.0,15030.0,9345.0,2945.0,30010.0,5760.0,30005.0
2017-05-16,101170.0,6555.0,4000.0,6140.0,15070.0,9365.0,2990.0,30050.0,5785.0,30080.0
2017-05-17,101185.0,6560.0,4030.0,6115.0,15040.0,9425.0,2950.0,30035.0,5770.0,30025.0
2017-05-18,101190.0,6575.0,4005.0,6060.0,14975.0,9520.0,2935.0,29975.0,5740.0,29955.0
2017-05-19,101200.0,6585.0,3970.0,6085.0,14920.0,9475.0,2975.0,29915.0,5755.0,29920.0
2017-05-22,101200.0,6540.0,4035.0,6085.0,15135.0,9500.0,3025.0,30155.0,5825.0,30150.0
2017-05-23,101200.0,6515.0,4075.0,6150.0,15225.0,9530.0,3050.0,30245.0,5860.0,30275.0
2017-05-24,101210.0,6505.0,4040.0,6165.0,15275.0,9470.0,3040.0,30275.0,5885.0,30270.0
2017-05-25,101215.0,6430.0,4090.0,6260.0,15635.0,9505.0,3160.0,30630.0,6005.0,30620.0
2017-05-26,101220.0,6390.0,4080.0,6300.0,15820.0,9485.0,3175.0,30820.0,6095.0,30810.0
2017-05-29,101225.0,6400.0,4125.0,6325.0,15780.0,9585.0,3155.0,30790.0,6070.0,30775.0
2017-05-30,101220.0,6440.0,4140.0,6305.0,15575.0,9595.0,3150.0,30580.0,6005.0,30610.0
2017-05-31,101225.0,6440.0,4105.0,6305.0,15585.0,9565.0,3175.0,30585.0,6005.0,30605.0
2017-06-01,101245.0,6455.0,4095.0,6275.0,15495.0,9595.0,3140.0,30500.0,5980.0,30520.0
2017-06-02,101240.0,6380.0,4085.0,6370.0,15875.0,9510.0,3140.0,30875.0,6115.0,30890.0
2017-06-05,101250.0,6390.0,4170.0,6345.0,15820.0,9695.0,3095.0,30830.0,6105.0,30885.0
2017-06-07,101250.0,6425.0,4195.0,6345.0,15640.0,9750.0,3080.0,30645.0,6025.0,30705.0
2017-06-08,101260.0,6400.0,4210.0,6330.0,15775.0,9735.0,3060.0,30800.0,6065.0,30800.0
2017-06-09,101265.0,6355.0,4130.0,6295.0,16010.0,9625.0,3045.0,31030.0,6160.0,31065.0
2017-06-12,101260.0,6415.0,4080.0,6215.0,15685.0,9605.0,3040.0,30730.0,6045.0,30755.0
2017-06-13,101265.0,6375.0,4045.0,6290.0,15895.0,9585.0,3075.0,30900.0,6120.0,30935.0
2017-06-14,101275.0,6380.0,4040.0,6270.0,15870.0,9615.0,3065.0,30895.0,6120.0,30920.0
2017-06-15,101285.0,6405.0,4055.0,6260.0,15735.0,9560.0,3040.0,30770.0,6065.0,30800.0
2017-06-16,101285.0,6405.0,3995.0,6225.0,15755.0,9495.0,3035.0,30780.0,6065.0,30805.0
2017-06-19,101290.0,6370.0,3975.0,6290.0,15925.0,9480.0,3020.0,30945.0,6105.0,30990.0
2017-06-20,101300.0,6360.0,3960.0,6315.0,15990.0,9445.0,2960.0,31040.0,6155.0,31065.0
2017-06-21,101295.0,6390.0,3935.0,6240.0,15795.0,9440.0,2990.0,30845.0,6085.0,30880.0
2017-06-22,101310.0,6355.0,3970.0,6360.0,16000.0,9445.0,2945.0,31050.0,6145.0,31075.0
2017-06-23,101305.0,6330.0,3975.0,6415.0,16080.0,9490.0,3015.0,31125.0,6190.0,31150.0
2017-06-26,101305.0,6300.0,3980.0,6545.0,16250.0,9500.0,2995.0,31295.0,6250.0,31300.0
2017-06-27,101305.0,6295.0,3970.0,6580.0,16245.0,9480.0,2955.0,31305.0,6250.0,31325.0
2017-06-28,101315.0,6315.0,4000.0,6515.0,16160.0,9470.0,2955.0,31205.0,6215.0,31250.0
2017-06-29,101320.0,6275.0,4000.0,6625.0,16360.0,9465.0,3030.0,31420.0,6285.0,31450.0
2017-06-30,101325.0,6295.0,3990.0,6555.0,16275.0,9410.0,3050.0,31325.0,6260.0,31390.0
2017-07-03,101340.0,6285.0,3950.0,6525.0,16325.0,9345.0,3045.0,31395.0,6290.0,31400.0
2017-07-04,101340.0,6325.0,3875.0,6525.0,16160.0,9270.0,3035.0,31200.0,6210.0,31245.0
2017-07-05,101350.0,6295.0,3855.0,6580.0,16280.0,9280.0,3050.0,31320.0,6260.0,31340.0
2017-07-06,101360.0,6300.0,3825.0,6605.0,16270.0,9275.0,3020.0,31325.0,6260.0,31365.0
2017-07-07,101365.0,6320.0,3780.0,6605.0,16155.0,9240.0,3040.0,31200.0,6215.0,31215.0
2017-07-10,101375.0,6300.0,3660.0,6665.0,16245.0,9120.0,3075.0,31305.0,6265.0,31310.0
2017-07-11,101380.0,6260.0,3715.0,6650.0,16440.0,9160.0,3075.0,31480.0,6325.0,31525.0
2017-07-12,101375.0,6265.0,3775.0,6615.0,16420.0,9225.0,3035.0,31475.0,6330.0,31495.0
2017-07-13,101385.0,6195.0,3780.0,6720.0,16780.0,9240.0,3030.0,31815.0,6475.0,31890.0
2017-07-14,101395.0,6185.0,3745.0,6660.0,16810.0,9210.0,3045.0,31860.0,6490.0,31905.0
2017-07-17,101395.0,6160.0,3790.0,6750.0,16960.0,9295.0,3070.0,31995.0,6535.0,32030.0
2017-07-18,101395.0,6160.0,3820.0,6745.0,16970.0,9345.0,3055.0,31985.0,6540.0,32015.0
2017-07-19,101405.0,6160.0,3835.0,6690.0,16995.0,9365.0,3085.0,32025.0,6545.0,32055.0
2017-07-20,101420.0,6130.0,3875.0,6735.0,17170.0,9345.0,3130.0,32190.0,6625.0,32250.0
2017-07-21,101420.0,6100.0,3860.0,6785.0,17295.0,9400.0,3140.0,32325.0,6675.0,32355.0
2017-07-24,101425.0,6100.0,3905.0,6775.0,17320.0,9455.0,3135.0,32315.0,6675.0,32360.0
2017-07-25,101420.0,6135.0,3900.0,6770.0,17215.0,9465.0,3105.0,32155.0,6605.0,32175.0
2017-07-26,101430.0,6145.0,3865.0,6645.0,17080.0,9405.0,3120.0,32080.0,6580.0,32125.0
2017-07-27,101440.0,6130.0,3940.0,6675.0,17175.0,9530.0,3130.0,32185.0,6610.0,32225.0
2017-07-28,101445.0,6250.0,3910.0,6525.0,16515.0,9505.0,3055.0,31460.0,6360.0,31565.0
2017-07-31,101445.0,6245.0,3955.0,6530.0,16525.0,9565.0,3020.0,31460.0,6375.0,31625.0
2017-08-01,101450.0,6190.0,3970.0,6585.0,16800.0,9545.0,3020.0,31740.0,6475.0,31840.0
2017-08-02,101460.0,6175.0,3935.0,6660.0,16870.0,9530.0,3015.0,31825.0,6500.0,31930.0
2017-08-03,101470.0,6280.0,3900.0,6510.0,16295.0,9495.0,2895.0,31260.0,6285.0,31390.0
2017-08-04,101470.0,6250.0,3955.0,6550.0,16445.0,9565.0,2905.0,31425.0,6340.0,31540.0
2017-08-07,101470.0,6250.0,3865.0,6560.0,16465.0,9500.0,2905.0,31445.0,6350.0,31565.0
2017-08-08,101475.0,6260.0,3850.0,6545.0,16405.0,9500.0,2900.0,31395.0,6325.0,31505.0
2017-08-09,101470.0,6340.0,3920.0,6385.0,16020.0,9535.0,2860.0,31000.0,6175.0,31120.0
2017-08-10,101475.0,6365.0,4015.0,6325.0,15855.0,9640.0,2860.0,30855.0,6110.0,30970.0
2017-08-11,101475.0,6475.0,4030.0,6245.0,15285.0,9700.0,2830.0,30290.0,5900.0,30445.0
2017-08-14,101470.0,6425.0,4045.0,6325.0,15545.0,9710.0,2800.0,30560.0,5990.0,30685.0
2017-08-16,101470.0,6385.0,3960.0,6405.0,15720.0,9595.0,2815.0,30745.0,6065.0,30860.0
2017-08-17,101480.0,6345.0,4045.0,6395.0,15910.0,9680.0,2815.0,30920.0,6125.0,31045.0
2017-08-18,101485.0,6355.0,4020.0,6385.0,15865.0,9720.0,2825.0,30890.0,6115.0,30980.0
2017-08-21,101490.0,6365.0,4005.0,6355.0,15810.0,9715.0,2810.0,30855.0,6105.0,30940.0
2017-08-22,101490.0,6340.0,4000.0,6400.0,15955.0,9685.0,2805.0,30960.0,6130.0,31095.0
2017-08-23,101505.0,6340.0,4015.0,6440.0,15960.0,9675.0,2805.0,30980.0,6155.0,31100.0
2017-08-24,101510.0,6310.0,4020.0,6485.0,16100.0,9705.0,2805.0,31125.0,6190.0,31225.0
2017-08-25,101520.0,6305.0,4005.0,6455.0,16135.0,9710.0,2820.0,31145.0,6225.0,31260.0
2017-08-28,101525.0,6345.0,4045.0,6370.0,15955.0,9785.0,2835.0,30965.0,6155.0,31090.0
2017-08-29,101525.0,6360.0,4145.0,6355.0,15860.0,9935.0,2850.0,30885.0,6105.0,31030.0
2017-08-30,101530.0,6335.0,4110.0,6380.0,15970.0,9875.0,2825.0,31000.0,6145.0,31120.0
2017-08-31,101545.0,6375.0,4095.0,6350.0,15785.0,9820.0,2815.0,30810.0,6095.0,30990.0
2017-09-01,101550.0,6380.0,4135.0,6335.0,15755.0,9940.0,2845.0,30810.0,6080.0,30915.0
2017-09-04,101560.0,6445.0,4210.0,6260.0,15425.0,10090.0,2795.0,30465.0,5940.0,30590.0
2017-09-05,101565.0,6450.0,4220.0,6260.0,15390.0,10045.0,2800.0,30435.0,5945.0,30560.0
2017-09-06,101570.0,6470.0,4220.0,6245.0,15320.0,10065.0,2745.0,30370.0,5890.0,30480.0
2017-09-07,101585.0,6390.0,4225.0,6370.0,15705.0,10035.0,2750.0,30750.0,6050.0,30870.0
2017-09-08,101580.0,6385.0,4315.0,6415.0,15725.0,10170.0,2740.0,30770.0,6050.0,30890.0
2017-09-11,101590.0,6325.0,4210.0,6485.0,16000.0,10070.0,2700.0,31050.0,6165.0,31145.0
2017-09-12,101590.0,6320.0,4190.0,6495.0,16015.0,9990.0,2695.0,31075.0,6185.0,31185.0
2017-09-13,101595.0,6320.0,4215.0,6500.0,16005.0,10010.0,2690.0,31090.0,6165.0,31165.0
2017-09-14,101595.0,6280.0,4180.0,6550.0,16155.0,9930.0,2675.0,31210.0,6220.0,31335.0
2017-09-15,101605.0,6250.0,4190.0,6620.0,16300.0,10020.0,2695.0,31385.0,6270.0,31480.0
2017-09-18,101605.0,6145.0,4160.0,6780.0,16820.0,9925.0,2700.0,31890.0,6485.0,32000.0
2017-09-19,101600.0,6150.0,4060.0,6775.0,16795.0,9865.0,2775.0,31875.0,6470.0,31995.0
2017-09-20,101610.0,6155.0,4080.0,6765.0,16790.0,9865.0,2730.0,31855.0,6470.0,31980.0
2017-09-21,101615.0,6150.0,4035.0,6710.0,16795.0,9780.0,2685.0,31880.0,6470.0,31980.0
2017-09-22,101620.0,6205.0,4020.0,6660.0,16585.0,9760.0,2625.0,31675.0,6395.0,31780.0
2017-09-25,101625.0,6205.0,3985.0,6740.0,16575.0,9745.0,2555.0,31645.0,6395.0,31765.0
2017-09-26,101620.0,6235.0,4060.0,6660.0,16405.0,9875.0,2630.0,31485.0,6330.0,31595.0
2017-09-27,101615.0,6240.0,3995.0,6690.0,16340.0,9745.0,2625.0,31420.0,6310.0,31535.0
2017-09-28,101640.0,6240.0,3960.0,6580.0,16375.0,9605.0,2630.0,31455.0,6320.0,31570.0
2017-09-29,101655.0,6200.0,3980.0,6620.0,16605.0,9645.0,2670.0,31700.0,6395.0,31840.0
2017-10-10,101650.0,6080.0,4020.0,6785.0,17205.0,9700.0,2645.0,32275.0,6630.0,32395.0
2017-10-11,101655.0,6020.0,4060.0,6955.0,17520.0,9705.0,2645.0,32615.0,6795.0,32745.0
2017-10-12,101660.0,5980.0,4060.0,7010.0,17750.0,9755.0,2705.0,32825.0,6890.0,32955.0
2017-10-13,101660.0,5985.0,4100.0,7025.0,17715.0,9745.0,2700.0,32785.0,6845.0,32905.0
2017-10-16,101675.0,5975.0,4085.0,6985.0,17805.0,9805.0,2725.0,32815.0,6870.0,32950.0
2017-10-17,101665.0,5970.0,4030.0,7005.0,17860.0,9705.0,2715.0,32885.0,6890.0,33035.0
2017-10-18,101665.0,5975.0,4000.0,6965.0,17830.0,9660.0,2725.0,32865.0,6885.0,33020.0
2017-10-19,101655.0,6005.0,4000.0,6910.0,17685.0,9580.0,2740.0,32735.0,6840.0,32865.0
2017-10-20,101615.0,5965.0,4040.0,7000.0,17865.0,9640.0,2750.0,32910.0,6885.0,33015.0
2017-10-23,101630.0,5950.0,4010.0,6985.0,17955.0,9600.0,2735.0,33010.0,6925.0,33130.0
2017-10-24,101650.0,5955.0,4040.0,6980.0,17940.0,9630.0,2785.0,32950.0,6940.0,33110.0
2017-10-25,101650.0,5950.0,3985.0,7040.0,17930.0,9585.0,2800.0,32975.0,6935.0,33140.0
2017-10-26,101655.0,6000.0,3995.0,6975.0,17700.0,9625.0,2790.0,32750.0,6845.0,32895.0
2017-10-27,101650.0,5955.0,3960.0,7005.0,17925.0,9520.0,2835.0,32975.0,6910.0,33120.0
2017-10-30,101640.0,5940.0,3960.0,7095.0,18015.0,9525.0,2785.0,33045.0,6960.0,33165.0
2017-10-31,101645.0,5875.0,3975.0,7225.0,18405.0,9590.0,2780.0,33375.0,7105.0,33585.0
2017-11-01,101650.0,5785.0,3980.0,7380.0,18965.0,9575.0,2780.0,33925.0,7320.0,34060.0
2017-11-02,101665.0,5800.0,4040.0,7335.0,18860.0,9610.0,2795.0,33805.0,7295.0,33945.0
2017-11-03,101660.0,5790.0,4030.0,7335.0,18960.0,9585.0,2825.0,33880.0,7320.0,34050.0
2017-11-06,101680.0,5815.0,3980.0,7315.0,18790.0,9540.0,2835.0,33745.0,7265.0,33910.0
2017-11-07,101690.0,5815.0,4020.0,7310.0,18745.0,9610.0,2895.0,33710.0,7250.0,33860.0
2017-11-08,101695.0,5795.0,4010.0,7330.0,18875.0,9585.0,2905.0,33810.0,7275.0,33995.0
2017-11-09,101715.0,5815.0,4015.0,7330.0,18780.0,9615.0,2885.0,33715.0,7240.0,33880.0
2017-11-10,101710.0,5835.0,4000.0,7320.0,18635.0,9645.0,2885.0,33625.0,7215.0,33790.0
2017-11-13,101715.0,5860.0,3975.0,7185.0,18480.0,9590.0,2825.0,33450.0,7145.0,33645.0
2017-11-14,101710.0,5865.0,4000.0,7205.0,18425.0,9590.0,2820.0,33425.0,7125.0,33590.0
2017-11-15,101720.0,5890.0,3990.0,7205.0,18255.0,9620.0,2765.0,33220.0,7060.0,33405.0
2017-11-16,101715.0,5860.0,3985.0,7245.0,18470.0,9575.0,2800.0,33435.0,7130.0,33605.0
2017-11-17,101725.0,5860.0,4010.0,7300.0,18460.0,9630.0,2785.0,33425.0,7130.0,33640.0
2017-11-20,101725.0,5890.0,4040.0,7230.0,18280.0,9685.0,2770.0,33280.0,7070.0,33460.0
2017-11-21,101730.0,5870.0,4000.0,7220.0,18385.0,9580.0,2735.0,33355.0,7100.0,33570.0
2017-11-22,101735.0,5840.0,4010.0,7285.0,18560.0,9615.0,2735.0,33560.0,7170.0,33720.0
2017-11-23,101745.0,5850.0,4005.0,7275.0,18485.0,9675.0,2750.0,33500.0,7160.0,33660.0
2017-11-24,101750.0,5840.0,4020.0,7270.0,18550.0,9660.0,2755.0,33570.0,7170.0,33700.0
2017-11-27,101750.0,5940.0,3995.0,7070.0,17920.0,9680.0,2750.0,33000.0,6935.0,33165.0
2017-11-28,101755.0,5920.0,3990.0,7070.0,18035.0,9695.0,2775.0,33090.0,6960.0,33255.0
2017-11-29,101765.0,5925.0,3980.0,7065.0,18035.0,9695.0,2790.0,33075.0,6965.0,33265.0
2017-11-30,101785.0,6025.0,3885.0,6875.0,17395.0,9620.0,2785.0,32535.0,6725.0,32725.0
2017-12-01,101790.0,6020.0,3870.0,6925.0,17425.0,9570.0,2765.0,32525.0,6725.0,32720.0
2017-12-04,101800.0,5970.0,3855.0,6995.0,17750.0,9555.0,2815.0,32870.0,6855.0,33005.0
2017-12-05,101805.0,5950.0,3840.0,6925.0,17875.0,9560.0,2880.0,32960.0,6910.0,33110.0
2017-12-06,101810.0,6035.0,3790.0,6770.0,17370.0,9485.0,2795.0,32490.0,6715.0,32650.0
2017-12-07,101825.0,6045.0,3745.0,6800.0,17265.0,9445.0,2770.0,32385.0,6675.0,32540.0
2017-12-08,101840.0,6035.0,3715.0,6810.0,17335.0,9360.0,2705.0,32485.0,6710.0,32610.0
2017-12-11,101845.0,6025.0,3730.0,6865.0,17380.0,9365.0,2715.0,32525.0,6725.0,32675.0
2017-12-12,101860.0,6035.0,3715.0,6845.0,17250.0,9330.0,2715.0,32415.0,6680.0,32540.0
2017-12-13,101860.0,6000.0,3700.0,6845.0,17500.0,9310.0,2790.0,32670.0,6770.0,32760.0
2017-12-14,101870.0,5975.0,3785.0,6810.0,17610.0,9430.0,2765.0,32705.0,6795.0,32790.0
2017-12-15,101870.0,6000.0,3760.0,6810.0,17520.0,9420.0,2805.0,32650.0,6780.0,32780.0
2017-12-18,101870.0,6005.0,3770.0,6805.0,17585.0,9420.0,2800.0,32690.0,6795.0,32820.0
2017-12-19,101870.0,6000.0,3785.0,6825.0,17585.0,9470.0,2770.0,32700.0,6800.0,32855.0
2017-12-20,101875.0,6000.0,3790.0,6845.0,17520.0,9475.0,2770.0,32610.0,6770.0,32795.0
2017-12-21,101890.0,6115.0,3800.0,6675.0,16840.0,9465.0,2740.0,31975.0,6515.0,32175.0
2017-12-22,101890.0,6085.0,3790.0,6650.0,16985.0,9480.0,2735.0,32130.0,6565.0,32355.0
2017-12-26,101895.0,6105.0,3860.0,6565.0,16850.0,9600.0,2750.0,32000.0,6510.0,32155.0
2017-12-27,100620.0,6045.0,3880.0,6700.0,17200.0,9610.0,2775.0,32375.0,6640.0,32520.0
2017-12-28,100625.0,5965.0,3930.0,6860.0,17650.0,9685.0,2830.0,32780.0,6815.0,33005.0
2018-01-02,100655.0,5940.0,3990.0,6900.0,17800.0,9805.0,2880.0,32925.0,6875.0,33105.0
2018-01-03,100650.0,5925.0,4005.0,6885.0,17925.0,9835.0,2855.0,33065.0,6945.0,33255.0
2018-01-04,100670.0,5975.0,4015.0,6930.0,17665.0,9805.0,2910.0,32805.0,6835.0,32975.0
2018-01-05,100685.0,5900.0,4000.0,7055.0,18110.0,9870.0,2935.0,33250.0,6990.0,33370.0
2018-01-08,100685.0,5855.0,4020.0,7165.0,18360.0,9870.0,2960.0,33475.0,7085.0,33630.0
2018-01-09,100700.0,5875.0,4000.0,7155.0,18255.0,9835.0,2985.0,33340.0,7045.0,33550.0
2018-01-10,100700.0,5925.0,3955.0,7105.0,17990.0,9800.0,3060.0,33125.0,6970.0,33325.0
2018-01-11,100720.0,5945.0,3965.0,7095.0,17815.0,9835.0,3050.0,32955.0,6895.0,33210.0
2018-01-12,100725.0,5935.0,4000.0,7140.0,17890.0,9945.0,3070.0,33015.0,6930.0,33220.0
2018-01-15,100720.0,5915.0,4075.0,7190.0,17955.0,10055.0,3070.0,33090.0,6960.0,33305.0
2018-01-16,100725.0,5875.0,4055.0,7240.0,18250.0,10025.0,3025.0,33350.0,7040.0,33570.0
2018-01-17,100730.0,5885.0,4025.0,7220.0,18145.0,9980.0,3015.0,33270.0,7010.0,33460.0
2018-01-18,100750.0,5895.0,3985.0,7240.0,18140.0,9935.0,2990.0,33295.0,7030.0,33460.0
2018-01-19,100760.0,5885.0,3985.0,7150.0,18175.0,9930.0,3080.0,33320.0,7040.0,33470.0
2018-01-22,100765.0,5950.0,3990.0,7060.0,17805.0,9960.0,3080.0,32980.0,6905.0,33155.0
2018-01-23,100770.0,5870.0,3985.0,7180.0,18295.0,9995.0,3135.0,33425.0,7075.0,33575.0
2018-01-24,100775.0,5870.0,3985.0,7235.0,18355.0,10005.0,3125.0,33480.0,7095.0,33635.0
2018-01-25,100795.0,5820.0,4125.0,7275.0,18690.0,10215.0,3205.0,33740.0,7235.0,33950.0
2018-01-26,100795.0,5800.0,4065.0,7305.0,18805.0,10115.0,3165.0,33875.0,7265.0,34085.0
2018-01-29,100795.0,5750.0,4070.0,7410.0,19095.0,10070.0,3230.0,34105.0,7400.0,34330.0
2018-01-30,100790.0,5825.0,4010.0,7245.0,18605.0,9970.0,3270.0,33680.0,7215.0,33890.0
2018-01-31,100795.0,5820.0,4005.0,7310.0,18680.0,10035.0,3250.0,33705.0,7220.0,33985.0
2018-02-01,100810.0,5825.0,4045.0,7295.0,18610.0,10010.0,3260.0,33715.0,7205.0,33915.0
2018-02-02,100825.0,5940.0,4025.0,7160.0,17905.0,10055.0,3245.0,33065.0,6935.0,33235.0
2018-02-05,100820.0,6005.0,3915.0,7110.0,17495.0,9920.0,3150.0,32715.0,6755.0,32875.0
2018-02-06,100825.0,6095.0,3950.0,7000.0,16945.0,10025.0,3100.0,32250.0,6545.0,32365.0
2018-02-07,100835.0,6240.0,3915.0,6805.0,16120.0,9935.0,2975.0,31435.0,6245.0,31605.0
2018-02-08,100855.0,6180.0,3825.0,6820.0,16370.0,9790.0,2990.0,31700.0,6350.0,31840.0
2018-02-09,100845.0,6345.0,3835.0,6640.0,15540.0,9835.0,2930.0,30860.0,6005.0,31020.0
2018-02-12,100850.0,6275.0,3860.0,6745.0,15870.0,9885.0,2890.0,31205.0,6135.0,31345.0
2018-02-13,100870.0,6225.0,3905.0,6810.0,16120.0,9910.0,2850.0,31445.0,6220.0,31610.0
2018-02-14,100875.0,6155.0,3895.0,6950.0,16505.0,9955.0,2890.0,31855.0,6365.0,31975.0
2018-02-19,100875.0,6125.0,3895.0,6965.0,16700.0,10070.0,3005.0,32020.0,6450.0,32175.0
2018-02-20,100885.0,6210.0,3875.0,6845.0,16270.0,10000.0,2980.0,31650.0,6305.0,31765.0
2018-02-21,100885.0,6165.0,3850.0,6900.0,16475.0,9900.0,2965.0,31815.0,6370.0,31950.0
2018-02-22,100895.0,6205.0,3855.0,6885.0,16265.0,9850.0,2935.0,31605.0,6290.0,31765.0
2018-02-23,100910.0,6115.0,3885.0,7020.0,16740.0,9880.0,2990.0,32100.0,6460.0,32220.0
2018-02-26,100915.0,6110.0,3910.0,6995.0,16785.0,9990.0,2965.0,32155.0,6490.0,32310.0
2018-02-27,100925.0,6125.0,3895.0,6920.0,16710.0,9955.0,2955.0,32055.0,6480.0,32255.0
2018-02-28,100930.0,6190.0,3840.0,6820.0,16290.0,9825.0,2900.0,31690.0,6320.0,31940.0
2018-03-02,100935.0,6275.0,3850.0,6765.0,15855.0,9825.0,2850.0,31245.0,6135.0,31375.0
2018-03-05,100940.0,6360.0,3880.0,6715.0,15425.0,9900.0,2810.0,30835.0,5955.0,31000.0
2018-03-06,100940.0,6225.0,3855.0,6830.0,16045.0,9865.0,2870.0,31455.0,6200.0,31600.0
2018-03-07,100950.0,6235.0,3880.0,6850.0,16070.0,9925.0,2845.0,31495.0,6195.0,31595.0
2018-03-08,100950.0,6155.0,3855.0,6935.0,16390.0,9865.0,2895.0,31815.0,6330.0,31910.0
2018-03-09,100955.0,6105.0,3845.0,7095.0,16765.0,9795.0,2985.0,32180.0,6495.0,32300.0
2018-03-12,100960.0,6035.0,3860.0,7175.0,17080.0,9860.0,3035.0,32465.0,6615.0,32610.0
2018-03-13,100965.0,6010.0,3850.0,7200.0,17255.0,9810.0,2970.0,32615.0,6660.0,32770.0
2018-03-14,100965.0,6015.0,3865.0,7190.0,17215.0,9855.0,2945.0,32590.0,6645.0,32750.0
2018-03-15,100980.0,5995.0,3845.0,7195.0,17335.0,9880.0,2965.0,32705.0,6705.0,32885.0
2018-03-16,100990.0,6010.0,3845.0,7245.0,17255.0,9790.0,2960.0,32645.0,6690.0,32800.0
2018-03-19,100985.0,6060.0,3795.0,7175.0,17015.0,9745.0,2955.0,32410.0,6595.0,32610.0
2018-03-20,100995.0,6030.0,3815.0,7255.0,17165.0,9800.0,2970.0,32565.0,6630.0,32700.0
2018-03-21,100990.0,6025.0,3800.0,7215.0,17190.0,9785.0,2965.0,32570.0,6640.0,32735.0
