Date,Ajax,Juventus,"Celtic,PLC","Roma,asr",Besiktas,Fenerbahce,Borussia dotmund,Manchester United,"Lazio,ssl"
2019-04-16,23122.0,1413.0,193180.0,616.0,1700.0,8322.0,10533.0,20528.0,1419.0
2019-04-17,23182.0,1529.0,193180.0,631.0,1712.0,8333.0,10337.0,20573.0,1431.0
2019-04-18,22587.0,1497.0,193180.0,647.0,1724.0,8226.0,10343.0,20452.0,1424.0
2019-04-19,23300.0,1467.0,193180.0,649.0,1771.0,8274.0,10343.0,20276.0,1438.0
2019-04-22,24489.0,1504.0,193180.0,649.0,1771.0,8452.0,10236.0,20504.0,1431.0
2019-04-23,26986.0,1486.0,193180.0,667.0,1748.0,8690.0,10307.0,20369.0,1429.0
2019-04-24,28531.0,1485.0,193180.0,665.0,1759.0,8583.0,10259.0,20003.0,1438.0
2019-04-25,29363.0,1462.0,193180.0,618.0,1914.0,8357.0,10236.0,20222.0,1396.0
2019-04-26,27937.0,1477.0,193180.0,602.0,2152.0,8500.0,9950.0,19843.0,1391.0
2019-04-29,22349.0,1510.0,193180.0,602.0,2104.0,8333.0,10164.0,19658.0,1389.0
2019-04-30,22112.0,1534.0,193180.0,594.0,2176.0,8452.0,10426.0,19311.0,1365.0
2019-05-02,21517.0,1515.0,193180.0,599.0,2603.0,8571.0,10408.0,19620.0,1367.0
2019-05-03,20269.0,1498.0,193180.0,600.0,2972.0,8464.0,10438.0,19606.0,1358.0
2019-05-07,21280.0,1533.0,193180.0,598.0,2603.0,9023.0,10259.0,19446.0,1358.0
2019-05-08,20745.0,1575.0,193180.0,585.0,2461.0,9130.0,10331.0,19677.0,1381.0
2019-05-09,20210.0,1621.0,193180.0,600.0,1973.0,9154.0,10028.0,19553.0,1448.0
2019-05-10,19912.0,1649.0,193180.0,587.0,1962.0,9356.0,10396.0,18971.0,1403.0
2019-05-13,19794.0,1655.0,193180.0,580.0,2021.0,9665.0,10390.0,19663.0,1415.0
2019-05-14,20685.0,1623.0,193180.0,587.0,1962.0,10176.0,10640.0,19646.0,1405.0
2019-05-15,20210.0,1715.0,193180.0,578.0,2080.0,9962.0,10533.0,19435.0,1424.0
2019-05-16,19972.0,1712.0,193180.0,583.0,1831.0,9047.0,11097.0,19549.0,1415.0
2019-05-17,19972.0,1747.0,193180.0,588.0,1795.0,8678.0,10693.0,19558.0,1391.0
2019-05-20,19972.0,1721.0,193180.0,581.0,1783.0,8785.0,10759.0,19268.0,1389.0
2019-05-21,19853.0,1727.0,193180.0,583.0,1783.0,8643.0,10717.0,19033.0,1398.0
2019-05-22,20091.0,1719.0,193180.0,579.0,1759.0,8524.0,10830.0,19080.0,1441.0
2019-05-23,19794.0,1733.0,193180.0,593.0,1617.0,8262.0,10343.0,18847.0,1415.0
2019-05-24,19437.0,1821.0,193180.0,593.0,1593.0,8072.0,10277.0,18916.0,1412.0
2019-05-27,19437.0,1771.0,193180.0,588.0,1593.0,8369.0,10188.0,19308.0,1427.0
2019-05-28,19615.0,1789.0,193180.0,591.0,1569.0,8274.0,10111.0,19259.0,1462.0
2019-05-29,19794.0,1882.0,193180.0,593.0,1581.0,8357.0,10224.0,18619.0,1453.0
2019-05-30,19972.0,1839.0,193180.0,603.0,1617.0,8512.0,10242.0,19021.0,1446.0
2019-05-31,20150.0,1891.0,193180.0,602.0,1581.0,8512.0,10301.0,18842.0,1455.0
2019-06-03,20269.0,1893.0,193180.0,600.0,1617.0,8429.0,9760.0,18778.0,1465.0
2019-06-04,20328.0,1925.0,193180.0,599.0,1664.0,8476.0,10057.0,18324.0,1474.0
2019-06-05,20328.0,1918.0,193180.0,596.0,1641.0,8464.0,10081.0,18526.0,1469.0
2019-06-07,20210.0,1919.0,193180.0,593.0,1629.0,8440.0,10230.0,18545.0,1486.0
2019-06-10,20388.0,1830.0,193180.0,598.0,1652.0,8500.0,9825.0,18695.0,1486.0
2019-06-11,20388.0,1768.0,193180.0,607.0,1676.0,8738.0,10004.0,18552.0,1474.0
2019-06-12,20210.0,1800.0,193180.0,598.0,1676.0,8750.0,9980.0,18590.0,1479.0
2019-06-13,20328.0,1789.0,193180.0,604.0,1676.0,8797.0,9944.0,18341.0,1486.0
2019-06-14,20388.0,1786.0,193180.0,610.0,1641.0,8595.0,10218.0,18522.0,1486.0
2019-06-17,20982.0,1756.0,193180.0,603.0,1652.0,8631.0,10039.0,18182.0,1476.0
2019-06-18,20685.0,1788.0,193180.0,585.0,1664.0,8583.0,10075.0,18091.0,1467.0
2019-06-19,20804.0,1753.0,193180.0,590.0,1664.0,8571.0,10039.0,17970.0,1474.0
2019-06-20,21280.0,1764.0,193180.0,592.0,1652.0,8500.0,9903.0,18034.0,1486.0
2019-06-21,21993.0,1714.0,193180.0,591.0,1676.0,8524.0,9903.0,18483.0,1465.0
2019-06-24,21993.0,1757.0,193180.0,599.0,1712.0,8512.0,9867.0,18486.0,1469.0
2019-06-25,21814.0,1781.0,193180.0,602.0,1712.0,8595.0,10176.0,18705.0,1484.0
2019-06-26,21814.0,1803.0,193180.0,602.0,1748.0,8750.0,10271.0,18719.0,1479.0
2019-06-27,21993.0,1807.0,193180.0,599.0,1724.0,8702.0,10580.0,19406.0,1476.0
2019-06-28,22112.0,1801.0,193180.0,596.0,1736.0,8750.0,10604.0,18614.0,1476.0
2019-07-01,21933.0,1799.0,193180.0,596.0,1748.0,8845.0,10562.0,18757.0,1472.0
2019-07-02,22052.0,1843.0,193180.0,597.0,1795.0,9035.0,10515.0,19734.0,1484.0
2019-07-03,22171.0,1801.0,193180.0,594.0,1819.0,9403.0,10378.0,19259.0,1476.0
2019-07-04,21933.0,1803.0,193180.0,598.0,1795.0,9023.0,10503.0,19377.0,1498.0
2019-07-05,22112.0,1827.0,193180.0,604.0,1795.0,8773.0,10580.0,19259.0,1500.0
2019-07-08,21280.0,1874.0,193180.0,600.0,1807.0,8880.0,10765.0,19140.0,1496.0
2019-07-09,21636.0,1883.0,193180.0,598.0,1795.0,9047.0,10967.0,19140.0,1500.0
2019-07-10,21398.0,1877.0,193180.0,600.0,1724.0,8750.0,10848.0,18902.0,1510.0
2019-07-11,21636.0,1843.0,193180.0,598.0,1724.0,8821.0,10788.0,18902.0,1510.0
2019-07-12,21398.0,1815.0,196152.0,597.0,1748.0,9059.0,10699.0,18688.0,1510.0
2019-07-15,21517.0,1786.0,196152.0,599.0,1712.0,8809.0,10675.0,18567.0,1498.0
2019-07-16,21398.0,1790.0,196152.0,599.0,1736.0,8880.0,10812.0,18609.0,1486.0
2019-07-17,21042.0,1837.0,196152.0,600.0,1759.0,8975.0,10842.0,18921.0,1491.0
2019-07-18,21161.0,1840.0,196152.0,605.0,1783.0,8987.0,10901.0,18800.0,1591.0
2019-07-19,20982.0,1837.0,196152.0,607.0,1783.0,9118.0,10818.0,18697.0,1538.0
2019-07-22,20745.0,1846.0,196152.0,606.0,1771.0,8987.0,10872.0,18745.0,1572.0
2019-07-23,20626.0,1826.0,196152.0,604.0,1771.0,8975.0,10878.0,18802.0,1572.0
2019-07-24,20745.0,1809.0,196152.0,604.0,1759.0,8916.0,10765.0,18624.0,1543.0
2019-07-25,20507.0,1840.0,194963.0,610.0,1748.0,8857.0,10759.0,18714.0,1529.0
2019-07-26,20388.0,1852.0,194963.0,612.0,1771.0,8904.0,10872.0,18778.0,1524.0
2019-07-29,20210.0,1814.0,194963.0,611.0,1795.0,9130.0,10616.0,18816.0,1503.0
2019-07-30,20388.0,1780.0,194963.0,604.0,1771.0,9011.0,10836.0,18664.0,1474.0
2019-07-31,20447.0,1783.0,194963.0,597.0,1759.0,8964.0,11103.0,18179.0,1484.0
2019-08-01,20210.0,1790.0,194369.0,602.0,1783.0,8964.0,11329.0,17768.0,1434.0
2019-08-02,20150.0,1816.0,194369.0,600.0,1783.0,8940.0,11442.0,17934.0,1429.0
2019-08-05,20923.0,1788.0,194369.0,594.0,1759.0,8857.0,11531.0,18303.0,1434.0
2019-08-06,20685.0,1790.0,194369.0,594.0,1748.0,8880.0,11615.0,18405.0,1436.0
2019-08-07,21101.0,1780.0,194369.0,590.0,1736.0,8809.0,11228.0,18355.0,1427.0
2019-08-08,20745.0,1698.0,194369.0,594.0,1736.0,8809.0,11270.0,18308.0,1400.0
2019-08-09,20566.0,1736.0,194369.0,593.0,1748.0,8845.0,10711.0,18959.0,1429.0
2019-08-12,21101.0,1767.0,194369.0,597.0,1748.0,8845.0,11014.0,18308.0,1427.0
2019-08-13,21636.0,1833.0,194369.0,594.0,1736.0,8809.0,11412.0,18308.0,1427.0
2019-08-14,21398.0,1857.0,194369.0,600.0,1724.0,9047.0,11395.0,18569.0,1431.0
2019-08-16,21280.0,1860.0,194369.0,607.0,1736.0,8940.0,11561.0,18443.0,1436.0
2019-08-19,21398.0,1881.0,194369.0,610.0,1724.0,8987.0,11496.0,18312.0,1441.0
2019-08-20,21696.0,1807.0,194369.0,597.0,1724.0,8987.0,11674.0,18426.0,1498.0
2019-08-21,21814.0,1782.0,194369.0,597.0,1736.0,9071.0,11531.0,17872.0,1519.0
2019-08-22,21874.0,1733.0,194369.0,594.0,1736.0,9439.0,11508.0,17718.0,1519.0
2019-08-23,22349.0,1773.0,193180.0,596.0,1759.0,10105.0,11442.0,17525.0,1524.0
2019-08-26,22231.0,1753.0,193180.0,591.0,1807.0,10961.0,11555.0,18115.0,1555.0
2019-08-27,22171.0,1761.0,193180.0,596.0,1866.0,10937.0,11609.0,18997.0,1500.0
2019-08-28,21874.0,1711.0,193180.0,594.0,1843.0,10878.0,11097.0,18094.0,1479.0
2019-08-29,21874.0,1704.0,193180.0,590.0,1878.0,10913.0,10883.0,18222.0,1488.0
2019-08-30,21993.0,1710.0,193180.0,593.0,1902.0,10782.0,11032.0,17989.0,1469.0
2019-09-02,21755.0,1703.0,193180.0,596.0,1914.0,10996.0,10973.0,18281.0,1472.0
2019-09-03,21696.0,1739.0,193180.0,600.0,1938.0,11127.0,11002.0,18391.0,1529.0
2019-09-04,21339.0,1708.0,193180.0,602.0,2247.0,12066.0,10979.0,18902.0,1529.0
2019-09-05,21280.0,1708.0,193180.0,607.0,2176.0,11876.0,10842.0,18952.0,1512.0
2019-09-06,21755.0,1699.0,193180.0,610.0,2164.0,11971.0,11044.0,18308.0,1553.0
2019-09-09,21874.0,1710.0,193180.0,613.0,2176.0,12066.0,11020.0,18308.0,1545.0
2019-09-10,21933.0,1653.0,193180.0,619.0,2164.0,12340.0,11109.0,18308.0,1484.0
2019-09-11,22112.0,1636.0,193180.0,636.0,2116.0,13219.0,11377.0,19427.0,1488.0
2019-09-16,22409.0,1674.0,193180.0,657.0,2045.0,13017.0,11412.0,18576.0,1510.0
2019-09-17,22409.0,1662.0,193180.0,659.0,2140.0,14456.0,11829.0,19377.0,1531.0
2019-09-18,22647.0,1665.0,193180.0,656.0,2104.0,14658.0,11680.0,18455.0,1493.0
2019-09-19,22706.0,1586.0,193180.0,642.0,2033.0,14753.0,11728.0,19520.0,1479.0
2019-09-20,22884.0,1556.0,193180.0,640.0,2033.0,15597.0,11311.0,18220.0,1436.0
2019-09-23,22825.0,1518.0,193180.0,647.0,2080.0,15288.0,11234.0,18193.0,1448.0
2019-09-24,22825.0,1560.0,193180.0,637.0,2045.0,15300.0,11068.0,17402.0,1450.0
2019-09-25,22706.0,1557.0,193180.0,596.0,2033.0,14979.0,11103.0,17383.0,1467.0
2019-09-26,22112.0,1593.0,193180.0,606.0,2033.0,15038.0,11163.0,17376.0,1472.0
2019-09-27,22290.0,1579.0,193180.0,603.0,2009.0,15573.0,10937.0,17475.0,1484.0
2019-09-30,22290.0,1557.0,193180.0,598.0,1985.0,15240.0,11252.0,17594.0,1462.0
2019-10-01,22706.0,1552.0,193180.0,591.0,1997.0,15288.0,11193.0,17119.0,1476.0
2019-10-02,22706.0,1543.0,193180.0,592.0,2021.0,15573.0,11383.0,17119.0,1469.0
2019-10-04,22647.0,1561.0,193180.0,585.0,1997.0,16168.0,11264.0,16762.0,1438.0
2019-10-07,22766.0,1565.0,193180.0,579.0,1985.0,15122.0,11240.0,17119.0,1427.0
2019-10-08,22706.0,1563.0,193180.0,578.0,1938.0,14337.0,11329.0,17000.0,1427.0
2019-10-10,22647.0,1572.0,193180.0,579.0,1890.0,13184.0,11329.0,16762.0,1438.0
2019-10-11,22647.0,1646.0,193180.0,593.0,1878.0,13077.0,11151.0,16762.0,1438.0
2019-10-14,22706.0,1711.0,193180.0,593.0,1950.0,13326.0,11175.0,17119.0,1455.0
2019-10-15,22825.0,1692.0,193180.0,588.0,1866.0,12684.0,11121.0,16762.0,1443.0
2019-10-16,22944.0,1694.0,193180.0,596.0,1902.0,13053.0,11080.0,16881.0,1438.0
2019-10-17,22884.0,1690.0,193180.0,596.0,1938.0,13838.0,11127.0,16881.0,1438.0
2019-10-18,22884.0,1711.0,193180.0,588.0,1997.0,14349.0,11080.0,16881.0,1438.0
2019-10-21,23182.0,1719.0,193180.0,587.0,2057.0,14622.0,11133.0,16762.0,1427.0
2019-10-22,23182.0,1712.0,193180.0,586.0,1985.0,14266.0,10996.0,17475.0,1419.0
2019-10-23,23063.0,1671.0,193180.0,584.0,1962.0,14384.0,10343.0,16881.0,1429.0
2019-10-24,22587.0,1700.0,193180.0,594.0,1985.0,14801.0,10325.0,17119.0,1424.0
2019-10-25,22587.0,1704.0,193180.0,594.0,1985.0,15454.0,10259.0,17951.0,1410.0
2019-10-28,22825.0,1707.0,193180.0,592.0,1950.0,15609.0,10164.0,17951.0,1438.0
2019-10-29,22825.0,1696.0,193180.0,596.0,1973.0,16822.0,10093.0,17832.0,1434.0
2019-10-30,23063.0,1679.0,193180.0,593.0,2045.0,18141.0,10129.0,17594.0,1424.0
2019-10-31,22766.0,1670.0,193180.0,597.0,2057.0,18902.0,10093.0,17594.0,1427.0
